Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,Library Name,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_name,sample_type,AssemblyName,INSDC_center_name,REA,Description,external_id,Submitter_Id,passage_history,samp_size,identified_by,lab_host,common_name
ERR2693238,WGS,SAMEA104112305,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707681,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112305,ERP021867,PRJEB19799,302,374522582,173799263,DN483713P:E8,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776198,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693239,WGS,SAMEA104112306,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707682,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112306,ERP021867,PRJEB19799,302,314343344,155255383,DN483713P:F8,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776199,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693240,WGS,SAMEA104112307,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707683,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112307,ERP021867,PRJEB19799,302,379489274,125537532,DN483713P:G8,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776200,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693241,WGS,SAMEA104112308,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707684,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112308,ERP021867,PRJEB19799,302,273255036,80011886,DN483713P:H8,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776201,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693242,WGS,SAMEA104112309,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707685,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112309,ERP021867,PRJEB19799,302,192923338,93224187,DN483713P:A9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776202,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693243,WGS,SAMEA104112310,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707686,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112310,ERP021867,PRJEB19799,302,178866748,53037929,DN483713P:B9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776203,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693244,WGS,SAMEA104112311,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707687,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112311,ERP021867,PRJEB19799,302,117726244,34360452,DN483713P:C9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776204,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693245,WGS,SAMEA104112312,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707688,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112312,ERP021867,PRJEB19799,302,386036634,186655142,DN483713P:D9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776205,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693246,WGS,SAMEA104112313,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707689,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112313,ERP021867,PRJEB19799,302,409017324,123848231,DN483713P:E9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776206,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693247,WGS,SAMEA104112314,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707690,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112314,ERP021867,PRJEB19799,302,450168146,132471490,DN483713P:F9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776207,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693248,WGS,SAMEA104112315,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707691,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112315,ERP021867,PRJEB19799,302,452016084,134002723,DN483713P:G9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776208,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693249,WGS,SAMEA104112316,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707692,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112316,ERP021867,PRJEB19799,302,418123228,124905461,DN483713P:H9,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776209,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693250,WGS,SAMEA104112317,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707693,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112317,ERP021867,PRJEB19799,302,127246794,38030251,DN483713P:A10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776210,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693251,WGS,SAMEA104112318,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707694,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112318,ERP021867,PRJEB19799,302,3898216,2155800,DN483713P:B10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776211,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693252,WGS,SAMEA104112319,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707695,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112319,ERP021867,PRJEB19799,302,477152148,231090970,DN483713P:C10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776212,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693253,WGS,SAMEA104112320,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707696,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112320,ERP021867,PRJEB19799,302,372040142,110431146,DN483713P:D10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776213,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693254,WGS,SAMEA104112321,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707697,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112321,ERP021867,PRJEB19799,302,174468722,84133789,DN483713P:E10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776214,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693255,WGS,SAMEA104112322,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707698,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112322,ERP021867,PRJEB19799,302,354021614,105247496,DN483713P:F10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776215,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693256,WGS,SAMEA104112323,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707699,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112323,ERP021867,PRJEB19799,302,393359228,122160563,DN483713P:G10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776216,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693257,WGS,SAMEA104112324,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707700,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112324,ERP021867,PRJEB19799,302,324388166,160986562,DN483713P:H10,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776217,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693258,WGS,SAMEA104112325,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707701,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112325,ERP021867,PRJEB19799,302,50414974,16288321,DN483713P:A11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776218,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693259,WGS,SAMEA104112326,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707702,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112326,ERP021867,PRJEB19799,302,5814104,3018355,DN483713P:B11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776219,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693260,WGS,SAMEA104112327,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707703,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112327,ERP021867,PRJEB19799,302,4001198,2197066,DN483713P:C11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776220,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693261,WGS,SAMEA104112328,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707704,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112328,ERP021867,PRJEB19799,302,3617960,2013684,DN483713P:D11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776221,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693262,WGS,SAMEA104112329,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707705,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112329,ERP021867,PRJEB19799,302,22926632,7694592,DN483713P:E11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776222,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693263,WGS,SAMEA104112330,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707706,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112330,ERP021867,PRJEB19799,302,132080606,40526226,DN483713P:F11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776223,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693264,WGS,SAMEA104112331,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707707,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112331,ERP021867,PRJEB19799,302,59223408,18547590,DN483713P:G11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776224,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693265,WGS,SAMEA104112332,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707708,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112332,ERP021867,PRJEB19799,302,5475260,2483242,DN483713P:H11,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776225,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693266,WGS,SAMEA104112333,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707709,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112333,ERP021867,PRJEB19799,302,114491522,36347787,DN483713P:A12,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776226,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
ERR2693267,WGS,SAMEA104112334,THE WELLCOME TRUST SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2707710,HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-07-12T00:00:00Z,SAMEA104112334,ERP021867,PRJEB19799,302,15611890,5243262,DN483713P:B12,,,,,,,,,,,,,2018-07-10,2018-11-16,ERS1776227,,NC_002945.3,Wellcome Sanger Institute,,,,,,,,,
SRR7236107,WGS,SAMN08906669,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142730,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-2274,SRP149365,PRJNA449507,484,201950821,134434946,97-2274,Bos taurus,not collected,Pathogen.cl,97-2274,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236110,WGS,SAMN08906618,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142727,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-1529,SRP149365,PRJNA449507,478,434835917,302960129,97-1529,Bos taurus,not collected,Pathogen.cl,97-1529,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236111,WGS,SAMN08906617,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142726,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-1528,SRP149365,PRJNA449507,481,379177766,268470945,97-1528,Bos taurus,not collected,Pathogen.cl,97-1528,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236114,WGS,SAMN08906614,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142723,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-1525,SRP149365,PRJNA449507,478,448352524,316057547,97-1525,Bos taurus,not collected,Pathogen.cl,97-1525,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236122,WGS,SAMN08906515,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142715,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,10-0891FM,SRP149365,PRJNA449507,445,562897192,371505926,10-0891FM,Bos taurus,not collected,Pathogen.cl,10-0891FM,Mexico,North America,Mexico: Hidalgo,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236126,WGS,SAMN08906511,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142711,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,10-0643FM,SRP149365,PRJNA449507,475,608001886,408671404,10-0643FM,Bos taurus,not collected,Pathogen.cl,10-0643FM,Mexico,North America,Mexico: Jalisco,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236128,WGS,SAMN08906513,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142709,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,10-0871FM,SRP149365,PRJNA449507,455,277160654,188063427,10-0871FM,Bos taurus,not collected,Pathogen.cl,10-0871FM,Mexico,North America,Mexico: Hidalgo,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236134,WGS,SAMN08906519,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142703,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,12-1553FM,SRP149365,PRJNA449507,461,403718736,258266292,12-1553FM,Bos taurus,not collected,Pathogen.cl,12-1553FM,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236135,WGS,SAMN08906520,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142702,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,12-1562FM,SRP149365,PRJNA449507,474,525497378,324214546,12-1562FM,Bos taurus,not collected,Pathogen.cl,12-1562FM,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236138,WGS,SAMN08906492,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142699,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,10-0162FM,SRP149365,PRJNA449507,471,824270861,505191661,10-0162FM,Bos taurus,not collected,Pathogen.cl,10-0162FM,Mexico,North America,Mexico: Baja California,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236142,WGS,SAMN08906499,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142695,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,10-0373FM,SRP149365,PRJNA449507,421,641547334,434822393,10-0373FM,Bos taurus,not collected,Pathogen.cl,10-0373FM,Mexico,North America,Mexico: Hidalgo,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236152,WGS,SAMN08906444,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142685,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,09-0300FM,SRP149365,PRJNA449507,468,927788379,608586369,09-0300FM,Bos taurus,not collected,Pathogen.cl,09-0300FM,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236155,WGS,SAMN08906621,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142682,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-1532,SRP149365,PRJNA449507,480,436167468,310738586,97-1532,Bos taurus,not collected,Pathogen.cl,97-1532,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236159,WGS,SAMN08906625,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142678,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-1540,SRP149365,PRJNA449507,479,338815059,243456796,97-1540,Bos taurus,not collected,Pathogen.cl,97-1540,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236160,WGS,SAMN08906626,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142677,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-1541,SRP149365,PRJNA449507,481,319679984,230208596,97-1541,Bos taurus,not collected,Pathogen.cl,97-1541,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236161,WGS,SAMN08906459,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142676,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,09-0419FM,SRP149365,PRJNA449507,469,278791943,188811726,09-0419FM,Bos taurus,not collected,Pathogen.cl,09-0419FM,Mexico,North America,Mexico: Estado de Mexico,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236169,WGS,SAMN08906508,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142668,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,10-0543FM,SRP149365,PRJNA449507,437,405539316,274320404,10-0543FM,Bos taurus,not collected,Pathogen.cl,10-0543FM,Mexico,North America,Mexico: Estado de Mexico,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236174,WGS,SAMN08906510,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142663,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,10-0606FM,SRP149365,PRJNA449507,430,482073240,320355572,10-0606FM,Bos taurus,not collected,Pathogen.cl,10-0606FM,Mexico,North America,Mexico: Jalisco,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
SRR7236177,WGS,SAMN08906711,USDA-NVSL-DBL,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4142660,Illumina MiSeq,PAIRED,RANDOM PCR,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2018-10-13T00:00:00Z,97-2437,SRP149365,PRJNA449507,482,408314674,286840671,97-2437,Bos taurus,not collected,Pathogen.cl,97-2437,Mexico,North America,Mexico: Queretaro,not collected,not collected,not collected,not collected,bovine tuberculosis,,,,,,,,,,,,,,,
